order1 & order2 & order3 & index & presentation length & virtually torsion-free & Kazhdan & abelianization dimension & L2-quotients & quotients & alternating quotients & maximal order for alternating quotients
14 & 40 & 40 & 0 & 47 & Yes & No & 0& [L_2(7^2)]& [($\textrm{Alt}_{8}$ or $A_{2}(4)$, 5), ($C_{3}(2)$, 2), ($\textrm{Alt}_{10}$, 4), (${}^2A_{3}(9)$, 2), ($A_{4}(2)$, 3), ($\textrm{Alt}_{11}$, 3), ($A_{2}(9)$, 1)] & [ 5, 10, 11, 20, 21, 30  ] & 30
14 & 40 & 48 & 0 & 39 & ? & ? & 0& [L_2(7^2)]& [($\textrm{Alt}_{7}$, 1), ($\textrm{Alt}_{10}$, 1), ($A_{4}(2)$, 1)] & [ 7, 10  ] & 30
14 & 40 & 54 & 0 & 51 & Yes & ? & 0& []& [($\textrm{J}_{2}$, 1), ($C_{3}(2)$, 2)] & [ 21, 25  ] & 30
14 & 40 & 54 & 2 & 51 & Yes & ? & 0& []& [($\textrm{J}_{2}$, 1), ($C_{3}(2)$, 2)] & [ 20, 21, 22, 25, 27, 30  ] & 30
14 & 48 & 48 & 0 & 31 & Yes & No & 2& [L_2(7)]& [($\textrm{Alt}_{7}$, 1), ($\textrm{Alt}_{8}$ or $A_{2}(4)$, 1), ($\textrm{J}_{2}$, 1), ($C_{3}(2)$, 2), (${}^2A_{3}(9)$, 1), ($G_{2}(3)$, 2)] & [ 3, 7, 8, 15, 16, 22, 23, 24, 27, 28, 29, 30  ] & 30
14 & 48 & 48 & 1 & 31 & ? & No & 2& []& [] & [ 3, 4  ] & 30
14 & 48 & 54 & 0 & 43 & ? & ? & 2& []& [($G_{2}(3)$, 1)] & [ 3, 18  ] & 30
14 & 48 & 54 & 2 & 43 & Yes & No & 2& []& [($C_{3}(2)$, 3), (${}^2A_{3}(9)$, 1), ($G_{2}(3)$, 1)] & [ 3, 14, 15, 21, 22, 28, 29, 30  ] & 30
14 & 54 & 54 & 0 & 55 & ? & No & 2& []& [] & [ 3, 21, 28, 29  ] & 30
14 & 54 & 54 & 2 & 55 & Yes & No & 2& []& [($\textrm{Alt}_{10}$, 6), (${}^2A_{3}(9)$, 2)] & [ 3, 10, 13, 14, 17, 19, 20, 21, 23, 24, 27, 28, 29, 30  ] & 30
14 & 54 & 54 & 8 & 55 & ? & No & 2& []& [] & [ 3, 18, 21, 27, 30  ] & 30
16 & 40 & 40 & 0 & 47 & Yes & No & 0& [L_2(\infty^4)]& [($\textrm{M}_{11}$, 4), ($B_{2}(3)$, 7), (${}^2A_{2}(25)$, 1), ($\textrm{J}_{2}$, 2), ($C_{2}(4)$, 2), ($\textrm{Alt}_{10}$, 4), (${}^2A_{3}(9)$, 4), ($B_{2}(5)$, 11), ($A_{3}(3)$, 2), ($\textrm{Alt}_{11}$, 6)] & [ 5, 6, 10, 11, 15, 16, 17, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30  ] & 30
16 & 40 & 48 & 0 & 39 & ? & No & 0& [L_2(3^2)]& [($\textrm{M}_{11}$, 1), ($B_{2}(3)$, 1), ($\textrm{J}_{2}$, 2), (${}^2A_{3}(9)$, 1), ($B_{2}(5)$, 5), ($A_{3}(3)$, 2), ($A_{4}(2)$, 3), ($\textrm{Alt}_{11}$, 2)] & [ 5, 6, 11, 16, 18, 21, 22, 23, 24, 26, 27, 28, 29, 30  ] & 30
